317.51304361532766, 222.36863997870205
318.03794076385935, 238.7851763113831
318.56283791239105, 261.76832717713296
319.08773506092274, 289.6764389426862
319.61263220945443, 338.9260479407221
320.1375293579862, 386.53400330549266
320.6624265065179, 465.33337770235084
321.2106524172066, 654.2877108914836
321.64329491539024, 887.238361452195
321.91634747245473, 1214.1619564201173
321.94550842515093, 1446.960167714884
322.0718725535012, 1748.2270616143032
322.16583562330004, 2243.4787844790862
322.2787764559647, 3134.3271540422083
322.2079569994168, 2707.9964061096125
322.4412446209864, 5250.40193575683
322.3246008102016, 4527.628745418502
322.3246008102016, 4151.871817909554
322.3100203338535, 3821.2838175102315
322.2662789048092, 3578.236997104921
322.54039186015353, 7753.28817201234
322.55205624123204, 5558.7044880845415
322.5870493844675, 4857.249342783933
322.54816811420585, 8220.505141259857
322.5821892256848, 6299.744006617321
322.5870493844675, 5981.230954995555
322.55205624123204, 5767.452473651933
322.5370591798454, 8744.380267830402
322.56205428215645, 7275.967997261796
322.6162103371637, 6674.4455853620275
322.4704055736826, 8501.227912548666
322.6337069087814, 7049.068012949413
322.54816811420585, 9469.3345122815
322.5870493844675, 9180.87251672157
322.85533014927256, 5141.419586702605
322.8786589114295, 4203.378700653333
322.8786589114295, 5480.5852273357505
322.9078198641257, 4680.381684469734
322.9369808168219, 4541.559349106517
322.9894705316751, 3662.0176176690093
322.8786589114295, 6255.445742238194
323.14906047279436, 3169.289350960511
323.0244636749106, 3978.003109000414
323.22130010560994, 2751.9516821403613
323.35819457798937, 2419.65167152349
323.54612071758714, 2140.820710612068
323.7340468571849, 1827.0303447102906
324.01593606658156, 1552.9699510831597
324.33670654623984, 1280.0039932115396
324.68080578805507, 1098.272936008785
325.211535127126, 939.771277716769
325.5906275121767, 833.0637915543575
